"編號","名稱","資產淨值","資產淨值+ 殼價","市值","流通市值","理論價","現價","溢價/折讓","內資股(佔比)","最近3年盈利","CCASS頭5+ 非流通 ","券商數目","上市日","招股價","行業"
01397.hk,碧瑤綠色集團,4.9億,7.9億,3.2億,3.2億,1.91,0.78,-59.38%,-,2.0億,85.55%,98,2014/05/22,1.2,工業
01812.hk,晨鳴紙業,10.5億,13.5億,3.2億,3.2億,0.46,0.61,33.88%,323.06%,-1.9百億,60.26%,196,2008/06/18,9.0,工業
01900.hk,中國智能交通,21.3億,24.3億,3.2億,2.7億,1.41,0.18,-86.89%,-,2.5億,79.29%,172,2010/07/15,3.49,基建
01938.hk,珠江鋼管,17.4億,20.4億,3.2億,1.7億,2.02,0.25,-87.61%,-,7.0億,83.83%,167,2010/02/10,4.5,石油化工
03688.hk,萊蒙國際,33.0億,36.0億,3.2億,2.5億,2.55,0.20,-92.07%,-,-56.2億,85.98%,105,2011/03/23,6.23,地產
01667.hk,迪米生活控股,1.1千萬,3.1億,3.2億,1.8億,0.32,0.34,3.55%,-,-1.6億,96.2%,82,2017/04/07,0.52,建築及建築材料
06885.hk,金馬能源,30.2億,33.2億,3.2億,2.3億,6.19,0.55,-91.12%,-,-9.3億,84.77%,130,2017/10/10,3.0,金屬及採礦
01455.hk,科利實業控股,4.5億,7.5億,3.2億,8.3千萬,0.59,0.25,-57.53%,-,8.0千萬,92.93%,100,2020/09/15,0.4,工業
00046.hk,科聯系統,5.0億,8.0億,3.1億,1.2億,3.28,1.30,-60.42%,-,8.1千萬,80.84%,121,1998/05/18,1.08,科技
00146.hk,TAI PING CARPET,4.8億,7.8億,3.1億,6.5千萬,3.66,1.45,-60.37%,-,1.2億,89.61%,75,N/A,N/A,工業
00277.hk,太興置業,25.2億,28.2億,3.1億,1.2千萬,10.17,1.14,-88.83%,-,-6.4千萬,99.57%,37,N/A,N/A,地產
00756.hk,森美控股,-3.3億,-2.5千萬,3.1億,2.7億,N/A,0.88,N/A,-,-8.3千萬,91.57%,137,2008/07/10,0.63,食品及飲料製造
00865.hk,建德國際控股,8.6億,11.6億,3.1億,1.3億,0.20,0.05,-73.90%,-,-4.6千萬,86.99%,146,2000/12/29,0.82,地產
01094.hk,承輝國際,2.1億,5.1億,3.1億,2.2億,0.72,0.41,-42.44%,-,-1.1億,76.56%,211,2002/07/03,0.5,科技
01298.hk,雲能國際,1.8億,4.8億,3.1億,2.8億,1.75,1.11,-36.22%,-,-5.4百萬,98.95%,42,2011/12/21,N/A,保健及生物科技
02222.hk,雷士國際,37.0億,40.0億,3.1億,3.1億,7.88,0.62,-92.13%,-,2.4億,75.76%,172,2010/05/20,2.1,工業
08310.hk,鹽城港,-5.2億,-4.2億,3.1億,2.9億,N/A,0.28,N/A,-,-9.3百萬,90.02%,68,2013/08/22,0.25,N/A
08375.hk,數盟資本,6.6千萬,1.7億,3.1億,7.2千萬,0.48,0.93,93.61%,-,-3.4千萬,91.68%,92,2017/11/13,0.3,N/A
08391.hk,基石科技控股,-4.8千萬,5.2千萬,3.1億,2.7億,0.05,0.30,508.85%,-,-3.8億,71.44%,157,2018/05/11,0.6,N/A
03626.hk,啟明東方控股,2.4千萬,3.2億,3.1億,3.1億,1.76,1.78,1.11%,-,-2.6千萬,71.67%,99,2016/05/18,1.36,工業
01751.hk,智算能建,1.0億,4.0億,3.1億,3.1億,0.98,0.73,-25.18%,-,-9.5百萬,82.78%,102,2016/12/16,0.36,建築及建築材料
01540.hk,澳獅環球,3.1億,6.1億,3.1億,7.4千萬,1.22,0.62,-48.80%,-,9.6千萬,92.4%,105,2018/10/08,1.0,工業
09908.hk,嘉興燃氣,14.3億,17.3億,3.1億,3.1億,12.54,8.48,-32.36%,-,6.3億,84.43%,60,2020/07/16,10.0,公用事業
01490.hk,AI X TECH,6.2億,9.2億,3.1億,9.7千萬,0.75,0.25,-66.54%,-,4.6千萬,90.12%,139,2021/01/15,1.23,影視及傳媒
00396.hk,興利（香港）控股,3.2千萬,3.3億,3.0億,1.0億,0.41,0.38,-8.59%,-,4.7百萬,86.35%,83,2009/06/22,1.02,工業
00413.hk,南華集團控股,44.3億,47.3億,3.0億,9.1千萬,0.36,0.02,-93.57%,-,-14.8億,97.97%,122,1987/06/16,N/A,工業
00543.hk,太平洋網絡,7.6億,10.6億,3.0億,2.1億,0.93,0.27,-71.54%,-,1.6千萬,83.43%,146,2007/12/18,3.3,零售及貿易
00583.hk,長城環亞控股,34.4億,37.4億,3.0億,1.3億,2.39,0.19,-92.04%,-,-2.8億,94.08%,112,1990/06/29,N/A,地產
00685.hk,世界華文媒體,9.4億,12.4億,3.0億,5.7千萬,0.76,0.18,-75.76%,-,-2.9億,98.63%,110,1991/03/22,N/A,影視及傳媒
00822.hk,嘉瑞國際,11.7億,14.7億,3.0億,2.3億,1.64,0.34,-79.62%,-,-1.2億,77.92%,133,2007/06/27,1.35,電子
00831.hk,利亞零售,6.5億,9.5億,3.0億,1.7億,1.21,0.39,-67.73%,-,1.2億,79.91%,119,2001/01/18,1.15,零售及貿易
00912.hk,信佳國際,8.2億,11.2億,3.0億,2.6億,3.94,1.06,-72.97%,-,6.6千萬,77.39%,107,2002/09/18,1.0,電子
00926.hk,碧生源,5.6億,8.6億,3.0億,2.5億,7.06,2.43,-65.56%,-,-2.9億,84.33%,136,2010/09/29,3.12,保健及生物科技
01222.hk,WANG ON GROUP,34.5億,37.5億,3.0億,2.9億,0.28,0.02,-92.06%,-,-16.8億,66.6%,281,1995/02/28,1.0,綜合企業
01273.hk,香港信貸,9.1億,12.1億,3.0億,2.1億,2.92,0.73,-74.79%,-,8.9千萬,87.42%,95,2013/10/02,1.03,金融證券
01355.hk,生物系統工程,-4.4千萬,2.6億,3.0億,9.1千萬,0.14,0.15,6.75%,-,-1.0億,86.28%,101,2011/07/15,1.2,飲食酒店及旅遊
00339.hk,全球數字控股,7.3百萬,3.1億,3.0億,2.2億,0.71,0.69,-2.31%,-,-1.2千萬,85.21%,96,2000/07/26,1.0,金融證券
00520.hk,呷哺呷哺,5.0億,8.0億,3.0億,3.0億,0.73,0.27,-63.26%,-,-9.8億,75.94%,199,2014/12/17,4.7,飲食酒店及旅遊
01500.hk,現恆建築,3.1億,6.1億,3.0億,8.3千萬,0.73,0.36,-50.10%,-,-3.2千萬,86.31%,121,2015/04/16,0.66,建築及建築材料
01420.hk,川控股,N/A,N/A,3.0億,3.0億,N/A,0.24,N/A,-,3.0千萬,78.6%,121,2016/06/08,0.88,建築及建築材料
01962.hk,訓修實業,7.8億,10.8億,3.0億,3.0億,1.73,0.49,-71.69%,-,1.2億,86.24%,82,2017/07/12,1.65,工業
03302.hk,精技集團,4.1億,7.1億,3.0億,2.0億,0.77,0.32,-58.40%,-,-1.6千萬,81.33%,91,2018/07/18,1.17,電子
03616.hk,恒達集團控股,15.3億,18.3億,3.0億,7.4千萬,1.53,0.25,-83.84%,-,-4.9億,97.64%,57,2018/11/12,1.24,地產
00150.hk,HYPEBEAST,4.2億,7.2億,3.0億,2.9億,0.36,0.15,-57.38%,-,1.3百萬,89.85%,104,2016/04/11,0.13,影視及傳媒
01732.hk,象興科技,2.3億,5.3億,3.0億,1.1億,0.41,0.24,-41.26%,-,1.3百萬,81.43%,96,2017/07/07,0.22,物流運輸
09938.hk,華和控股,2.0億,5.0億,3.0億,3.0億,0.50,0.28,-44.22%,-,-3.8千萬,89.35%,100,2020/01/17,0.5,建築及建築材料
02263.hk,富石金融,3.7億,6.7億,3.0億,8.8千萬,0.67,0.31,-53.66%,-,1.8千萬,89.38%,98,2020/02/19,0.5,金融證券
02102.hk,德利機械,4.3億,7.3億,3.0億,7.6千萬,0.73,0.30,-58.50%,-,4.2千萬,87.56%,94,2017/07/27,0.44,工業
03913.hk,合景悠活,29.1億,32.1億,3.0億,1.7億,1.59,0.14,-90.93%,-,-9.2億,68.72%,246,2020/10/30,7.89,地產
00187.hk,京城機電股份,9.2億,12.2億,2.9億,2.9億,2.24,2.82,26.12%,447.49%,-1.1億,72.92%,132,1993/08/06,N/A,工業
00723.hk,信保環球控股,3.0億,6.0億,2.9億,2.6億,0.55,0.25,-55.46%,-,-2.1千萬,65.0%,235,1991/07/18,N/A,工業
01005.hk,MATRIX HOLDINGS,3.0億,6.0億,2.9億,5.6千萬,0.80,0.39,-51.86%,-,-5.6億,97.83%,77,1994/02/18,1.0,工業
01148.hk,新晨動力,20.7億,23.7億,2.9億,1.1億,1.85,0.23,-87.57%,-,1.1億,79.38%,160,2013/03/13,2.23,工業
02322.hk,新質數字,4.3億,7.3億,2.9億,2.8億,0.17,0.06,-62.62%,-,-1.8億,72.05%,136,2003/04/09,0.67,金融證券
02349.hk,中國智能基礎設施,5.4億,8.4億,2.9億,1.7億,0.27,0.10,-64.80%,-,-2.7億,86.12%,144,2003/06/25,0.85,地產
08146.hk,怡園酒業,1.0億,2.0億,2.9億,1.2億,0.25,0.34,35.32%,-,-3.5千萬,85.21%,106,2018/06/27,0.35,N/A
02901.hk,花樣年控股,-8.5百億,-8.5百億,2.9億,1.5億,N/A,0.09,N/A,-,0.0,89.19%,247,2026/08/14,N/A,地產
01545.hk,設計都會,1.4億,4.4億,2.9億,7.2千萬,0.22,0.15,-33.03%,-,1.5百萬,92.28%,108,2019/04/25,0.3,工業
01955.hk,莊臣控股,6.0億,9.1億,2.9億,2.9億,1.81,0.59,-67.40%,-,3.3千萬,93.37%,74,2019/10/16,1.0,工業
02421.hk,嘉創地產,10.2億,13.2億,2.9億,8.7千萬,2.61,0.56,-78.32%,-,6.5千萬,89.19%,129,2023/03/23,1.76,地產
02497.hk,富景中國控股,6.3億,9.3億,2.9億,7.4千萬,1.86,0.56,-69.62%,-,1.8億,96.3%,77,2024/03/28,1.08,食品及飲料製造
01471.hk,眾淼控股,7.4億,10.4億,2.9億,2.9億,7.34,8.15,11.07%,-,1.5億,90.04%,60,2024/08/06,7.0,金融證券
08610.hk,BBSB INTL,N/A,N/A,2.9億,6.3千萬,N/A,0.59,N/A,-,1.8千萬,97.73%,67,2026/01/13,0.6,N/A
00166.hk,新時代集團控股,9.9億,12.9億,2.8億,9.9千萬,0.15,0.03,-78.96%,-,-10.2億,85.95%,251,1998/10/13,1.17,金屬及採礦
00423.hk,經濟日報集團,7.3億,10.3億,2.8億,9.9千萬,2.39,0.65,-72.97%,-,1.9千萬,77.55%,95,2005/08/03,1.7,影視及傳媒
00896.hk,興勝創建,25.8億,28.8億,2.8億,1.0億,2.68,0.26,-90.31%,-,-5.1億,80.67%,212,2002/01/10,N/A,建築及建築材料
01240.hk,青建國際,25.3億,28.3億,2.8億,1.7億,1.86,0.19,-89.97%,-,-3.8億,90.19%,107,2012/10/18,0.88,建築及建築材料
01335.hk,順泰控股,6.1億,9.1億,2.8億,1.4億,0.37,0.12,-68.74%,-,-1.2億,86.16%,105,2012/07/13,1.2,工業
01778.hk,彩生活,50.7億,53.7億,2.8億,2.0億,2.89,0.15,-94.87%,-,7.2千萬,78.57%,156,2014/06/30,3.78,地產
01480.hk,恩達集團控股,7.5億,10.5億,2.8億,7.0千萬,4.36,1.17,-73.18%,-,1.4億,87.15%,138,2014/12/08,1.23,電子
06822.hk,科勁國際,4.2億,7.2億,2.8億,6.9千萬,1.04,0.40,-61.86%,-,-1.0億,92.19%,78,2015/01/16,1.38,工業
01683.hk,曠逸國際,5.2億,8.2億,2.8億,1.2億,0.44,0.14,-67.41%,-,-4.8千萬,85.37%,126,2015/09/08,1.0,建築及建築材料
01419.hk,盈健醫療,7.9億,10.9億,2.8億,9.3千萬,2.86,0.75,-73.80%,-,2.3億,84.73%,95,2016/04/01,1.38,保健及生物科技
01580.hk,大森控股,-3.8百萬,3.0億,2.8億,2.3億,0.27,0.28,3.58%,-,-7.7千萬,83.63%,98,2016/12/19,0.7,建築及建築材料
03789.hk,御佳控股,3.3億,6.3億,2.8億,6.9千萬,0.52,0.23,-55.85%,-,3.7百萬,89.0%,115,2017/02/08,0.56,建築及建築材料
02227.hk,守益控股,N/A,N/A,2.8億,2.8億,N/A,0.38,N/A,-,1.3千萬,84.57%,89,2017/12/11,0.85,建築及建築材料
01592.hk,基石控股,-3.9億,-9.1千萬,2.8億,2.3億,N/A,0.19,N/A,-,-2.0億,77.27%,115,2018/07/04,0.4,建築及建築材料
08502.hk,遠航港口,6.9億,7.9億,2.8億,6.9千萬,0.99,0.34,-65.03%,-,1.9億,91.64%,74,2018/07/10,0.38,N/A
02108.hk,K2 F&B,2.1億,5.1億,2.8億,7.0千萬,0.64,0.39,-38.94%,-,2.0千萬,94.15%,97,2019/03/06,0.75,飲食酒店及旅遊
01650.hk,HYGIEIA GROUP,N/A,N/A,2.8億,6.9千萬,N/A,0.14,N/A,-,3.9百萬,89.1%,103,2020/07/03,0.25,工業
01795.hk,亞東集團,4.0億,7.0億,2.8億,2.7億,1.17,0.46,-60.66%,-,1.2億,90.12%,72,2020/11/18,0.84,紡織及服飾製造
01284.hk,新傳企劃,1.8億,4.8億,2.8億,6.9千萬,0.81,0.47,-41.83%,-,4.1千萬,93.36%,95,2023/07/17,0.92,影視及傳媒
02545.hk,中贛通信,5.0億,8.0億,2.8億,2.1億,1.25,0.43,-65.69%,-,9.4千萬,94.43%,99,2024/07/03,1.25,科技
02560.hk,海螺材料科技,16.0億,19.0億,2.8億,2.8億,3.28,1.44,-56.06%,-,3.8億,80.11%,113,2025/01/09,3.0,建築及建築材料
00508.hk,鼎億集團投資,9.4億,12.4億,2.7億,2.4億,1.44,0.31,-78.43%,-,-9.8千萬,65.2%,164,1988/10/26,N/A,地產
00689.hk,長盈集團（控股）,8.8億,11.8億,2.7億,2.1億,0.64,0.15,-76.24%,-,2.7千萬,74.99%,267,1991/04/15,N/A,石油化工
01170.hk,信星集團,9.7億,12.7億,2.7億,1.4億,1.90,0.41,-78.48%,-,-1.4千萬,79.36%,102,1994/09/29,1.0,紡織及服飾製造
03399.hk,粵運交通,27.7億,30.7億,2.7億,2.6億,3.83,1.30,-66.09%,-,7.4億,68.29%,139,2005/10/26,3.45,物流運輸
01062.hk,國開國際投資,8.4億,11.4億,2.7億,2.6億,0.39,0.09,-76.55%,-,-4.3億,82.36%,116,1994/05/10,1.08,金融證券
02280.hk,慧聰集團,2.7億,5.7億,2.7億,2.7億,0.43,0.21,-52.52%,-,-25.7億,55.26%,165,2003/12/17,1.09,科技
06882.hk,東瀛遊,1.1億,4.1億,2.7億,1.0億,0.81,0.50,-38.12%,-,1.8億,85.6%,112,2014/11/28,1.39,飲食酒店及旅遊
01389.hk,美捷滙控股,1.1億,4.1億,2.7億,6.5千萬,0.74,0.48,-34.03%,-,-2.9千萬,88.29%,128,2014/01/10,1.1,食品及飲料製造
01697.hk,山東國信,1.3百億,1.3百億,2.7億,2.7億,2.87,0.23,-91.86%,-,3.9億,82.74%,114,2017/12/08,4.56,金融證券
01817.hk,慕尚集團控股,9.0億,12.0億,2.7億,1.9億,1.26,0.26,-79.74%,-,1.1億,91.18%,61,2019/05/27,4.39,紡織及服飾製造
09968.hk,滙景控股,-29.4億,-26.4億,2.7億,1.3億,N/A,0.07,N/A,-,-35.2億,90.69%,132,2020/01/16,1.93,地產
02132.hk,譽燊豐控股,3.4億,6.4億,2.7億,5.2千萬,0.40,0.17,-58.05%,-,3.9千萬,91.51%,90,2020/10/20,0.325,建築及建築材料
02297.hk,潤邁德－Ｂ,4.2億,7.2億,2.7億,2.3億,0.51,0.20,-61.83%,-,-3.3億,75.48%,118,2022/07/08,6.24,保健及生物科技
02405.hk,力盟科技,2.0億,5.0億,2.7億,2.4億,0.62,0.33,-48.00%,-,2.5千萬,89.65%,79,2023/03/31,0.7,影視及傳媒
00216.hk,建業實業,69.1億,72.1億,2.6億,2.4億,13.07,0.48,-96.29%,-,-6.3億,83.69%,99,1973/01/31,N/A,地產
00318.hk,黃河實業,5.5億,8.5億,2.6億,1.1億,2.96,0.89,-69.98%,-,4.5千萬,82.98%,148,2001/10/09,0.5,科技
00573.hk,稻香控股,10.9億,13.9億,2.6億,2.4億,1.37,0.26,-80.96%,-,-3.9千萬,90.77%,162,2007/06/29,3.18,飲食酒店及旅遊
00591.hk,中國高精密,20.0億,23.0億,2.6億,2.5億,2.21,0.25,-88.70%,-,-4.0千萬,73.74%,188,2009/11/13,4.0,電子
00828.hk,王朝酒業,3.4億,6.4億,2.6億,9.3千萬,0.46,0.18,-60.31%,-,6.8千萬,89.03%,145,2005/01/26,2.25,食品及飲料製造
01110.hk,金活醫藥集團,7.2億,10.2億,2.6億,1.1億,1.64,0.42,-74.03%,-,9.9千萬,86.54%,122,2010/11/25,1.6,保健及生物科技
01292.hk,長安民生物流,24.1億,27.1億,2.6億,2.6億,13.85,2.30,-83.39%,-,1.7億,74.19%,80,2006/02/23,2.7,物流運輸
01314.hk,翠華控股,4.8億,7.8億,2.6億,1.2億,0.56,0.18,-67.96%,-,5.1千萬,81.58%,164,2012/11/26,2.27,飲食酒店及旅遊
01348.hk,滉達富控股,1.3千萬,3.1億,2.6億,2.2億,0.21,0.17,-18.12%,-,-9.2千萬,85.57%,104,2013/01/23,1.5,工業
01370.hk,奧威控股,5.3億,8.3億,2.6億,2.4億,0.51,0.15,-71.21%,-,-11.8億,85.44%,92,2013/11/28,3.2,金屬及採礦
02369.hk,酷派集團,20.2億,23.2億,2.6億,2.6億,5.83,0.64,-89.03%,-,-5.8億,58.02%,240,2004/12/09,0.86,科技
08269.hk,倍升教育科技,4.5百萬,1.0億,2.6億,1.8億,0.12,0.29,147.30%,-,-3.4千萬,78.24%,149,2010/10/14,0.25,N/A
01532.hk,中國派對文化,3.0億,6.0億,2.6億,2.5億,0.33,0.14,-58.94%,-,-1.9億,82.28%,105,2015/10/16,1.0,紡織及服飾製造
02120.hk,康寧醫院,13.7億,16.7億,2.6億,2.6億,23.67,9.84,-58.42%,-,2.2億,79.96%,90,2015/11/20,38.7,保健及生物科技
01557.hk,劍虹集團控股,5.8千萬,3.6億,2.6億,2.6億,0.75,0.55,-26.27%,-,-1.1億,94.74%,75,2016/03/18,0.95,建築及建築材料
02663.hk,應力控股,2.6億,5.6億,2.6億,7.9千萬,1.00,0.48,-52.18%,-,8.3千萬,87.55%,95,2015/10/08,0.3,建築及建築材料
06119.hk,天源集團,3.4億,6.4億,2.6億,6.5千萬,1.07,0.44,-58.90%,-,6.3千萬,91.2%,88,2018/06/01,0.85,物流運輸
01451.hk,萬成集團股份,1.9億,4.9億,2.6億,8.2千萬,2.39,1.28,-46.50%,-,9.2千萬,89.21%,94,2018/06/01,1.34,工業
02258.hk,華滋國際海洋,8.4億,11.4億,2.6億,6.7千萬,1.38,0.31,-77.61%,-,-3.1百萬,94.5%,100,2018/11/19,1.22,建築及建築材料
03662.hk,星悅康旅,14.0億,17.0億,2.6億,1.8億,2.34,0.34,-85.28%,-,3.3億,63.54%,185,2019/03/18,3.66,地產
01640.hk,千循科技,1.3億,4.3億,2.6億,1.6億,0.72,0.42,-41.53%,-,-1.7億,84.07%,89,2019/11/12,1.25,影視及傳媒
01416.hk,CTR HOLDINGS,6.8千萬,3.7億,2.6億,6.5千萬,0.26,0.19,-28.52%,-,1.0千萬,86.66%,78,2020/01/15,0.36,建築及建築材料
02129.hk,LEGION CONSO,1.4億,4.4億,2.6億,6.6千萬,0.36,0.21,-40.32%,-,3.7百萬,89.92%,123,2021/01/13,0.4,物流運輸
02370.hk,力高健康生活,2.8億,5.8億,2.6億,2.6億,2.92,1.28,-55.98%,-,-6.1千萬,89.8%,88,2022/03/31,4.1,地產
06661.hk,湖州燃氣,14.8億,17.8億,2.6億,2.6億,8.78,4.95,-43.71%,-,3.5億,99.51%,40,2022/07/13,6.08,公用事業
01407.hk,交運燃氣,3.7億,6.7億,2.6億,2.6億,1.52,0.60,-60.53%,-,9.1千萬,95.19%,82,2022/11/16,1.42,石油化工
02453.hk,美中嘉和,21.3億,24.3億,2.6億,2.6億,3.10,0.79,-74.70%,-,-11.7億,79.79%,113,2024/01/09,14.28,保健及生物科技
02505.hk,ＥＤＡ集團控股,6.3億,9.3億,2.6億,2.5億,2.00,0.55,-72.50%,-,1.1億,84.96%,92,2024/05/28,2.28,物流運輸
00286.hk,愛帝宮,9.6億,12.6億,2.5億,2.0億,6.57,1.31,-80.06%,-,-3.4億,68.62%,236,1990/09/07,N/A,保健及生物科技
00295.hk,江山控股,22.1億,25.1億,2.5億,1.2億,0.17,0.02,-89.87%,-,-11.7億,87.25%,181,1970/11/28,N/A,公用事業
00361.hk,漢成發展控股,2.7億,5.7億,2.5億,2.2億,0.10,0.04,-57.85%,-,-4.5千萬,75.97%,135,2000/12/20,1.3,工業
00575.hk,勵晶太平洋,-4.8千萬,2.5億,2.5億,1.1億,0.86,0.85,-1.04%,-,-2.7億,83.86%,182,1997/05/19,2.62,保健及生物科技
00713.hk,世界（集團）,8.4億,11.4億,2.5億,1.2億,1.44,0.32,-77.76%,-,-7.0億,72.51%,127,1993/04/15,N/A,工業
00938.hk,民生國際,-6.0億,-3.0億,2.5億,1.4億,N/A,0.38,N/A,-,-11.4億,83.93%,137,1997/09/26,1.08,地產
00953.hk,邵氏兄弟控股,4.7億,7.7億,2.5億,2.5億,0.54,0.18,-66.64%,-,-2.5千萬,54.05%,166,2010/02/01,1.43,影視及傳媒
01008.hk,力圖控股,21.8億,24.8億,2.5億,2.3億,1.58,0.16,-90.06%,-,-8.2千萬,90.68%,103,2009/03/30,1.25,工業
01202.hk,四威科技,9.1億,12.1億,2.5億,2.5億,3.02,1.57,-48.07%,-,7.6百萬,41.2%,126,1994/12/13,2.8,科技
01682.hk,杭品生活科技,1.2億,4.2億,2.5億,2.3億,0.26,0.16,-40.72%,-,-2.7百萬,88.56%,113,2010/10/05,0.6,紡織及服飾製造
06899.hk,聯眾,4.1千萬,3.4億,2.5億,2.1億,0.32,0.23,-27.39%,-,-2.0億,81.09%,114,2014/06/30,4.25,科技
01993.hk,雅仕維,9.1千萬,3.9億,2.5億,5.5千萬,0.81,0.49,-39.30%,-,-10.0千萬,92.82%,76,2015/01/15,6.0,影視及傳媒
01245.hk,NIRAKU,N/A,N/A,2.5億,7.9千萬,N/A,0.20,N/A,-,31.5億,96.1%,111,2015/04/08,1.18,飲食酒店及旅遊
01662.hk,義合控股,4.8億,7.8億,2.5億,8.7千萬,1.51,0.49,-67.45%,-,6.2千萬,79.97%,92,2015/12/18,1.0,建築及建築材料
08281.hk,中國金典集團,3.2億,4.2億,2.5億,5.5千萬,0.42,0.26,-38.80%,-,2.2千萬,97.82%,56,2016/07/08,0.43,N/A
02017.hk,滄海控股,11.8億,14.8億,2.5億,2.4億,2.39,0.46,-80.95%,-,7.7千萬,93.37%,94,2017/03/31,2.17,建築及建築材料
01679.hk,瑞斯康集團,-5.7千萬,2.4億,2.5億,2.0億,1.13,1.28,13.46%,-,-2.6億,80.39%,125,2017/06/09,1.0,科技
01920.hk,巨美集團,2.9千萬,3.3億,2.5億,1.7億,0.56,0.42,-25.07%,-,-1.1億,82.2%,143,2019/08/16,0.2,建築及建築材料
01987.hk,BENG SOON MACH,1.7億,4.7億,2.5億,2.4億,0.47,0.23,-50.21%,-,62.5萬,74.73%,113,2019/11/08,0.5,建築及建築材料
01153.hk,佳源服務,-1.6百萬,3.0億,2.5億,2.5億,0.44,0.37,-16.66%,-,6.3千萬,87.89%,89,2020/12/09,3.86,地產
00129.hk,泛海集團,1.1百億,1.1百億,2.4億,2.0億,7.73,0.17,-97.80%,-,-95.4億,58.39%,216,1973/01/24,N/A,地產
00132.hk,興業控股,11.9億,14.9億,2.4億,5.3千萬,0.87,0.14,-83.57%,-,10.0千萬,92.04%,154,1973/05/18,N/A,綜合企業
00329.hk,東建國際,2.5億,5.5億,2.4億,1.7億,0.37,0.15,-58.81%,-,-4.7千萬,82.79%,151,2001/05/09,0.8,金融證券
00346.hk,延長石油國際,5.1億,8.1億,2.4億,1.7億,0.73,0.22,-69.92%,-,-4.9億,83.03%,201,2001/04/19,1.0,石油化工
00355.hk,世紀城市國際,47.9億,50.9億,2.4億,1.2億,1.65,0.08,-95.14%,-,-25.7億,78.49%,238,1981/09/07,N/A,飲食酒店及旅遊
00399.hk,星太鏈集團,-12.0億,-9.0億,2.4億,1.4億,N/A,0.07,N/A,-,-4.9億,65.96%,213,2000/08/23,1.0,零售及貿易
00455.hk,天大藥業,4.4億,7.4億,2.4億,4.9千萬,0.34,0.11,-67.78%,-,-1.6億,90.35%,133,1992/03/30,N/A,保健及生物科技
00582.hk,神話世界,64.4億,67.4億,2.4億,1.9億,1.85,0.07,-96.48%,-,-13.6億,92.31%,221,2002/04/30,0.8,飲食酒店及旅遊
00607.hk,豐盛控股,99.5億,1.0百億,2.4億,1.3億,14.47,0.34,-97.61%,-,-74.5億,76.14%,171,2002/12/18,0.8,地產
00681.hk,中民控股,27.7億,30.7億,2.4億,1.5億,0.34,0.03,-91.84%,-,-4.2億,69.84%,216,1997/04/24,1.0,公用事業
00738.hk,萊爾斯丹,4.7億,7.7億,2.4億,2.0億,1.10,0.34,-69.16%,-,-2.4千萬,85.71%,101,1992/12/11,N/A,紡織及服飾製造
00875.hk,從玉智農,4.5千萬,3.4億,2.4億,1.1億,0.49,0.33,-34.10%,-,-4.9億,73.97%,201,1998/07/03,0.8,食品及飲料製造
00970.hk,新耀萊,9.1億,12.1億,2.4億,1.1億,1.79,0.35,-80.13%,-,-13.3億,87.94%,165,1997/09/18,1.08,零售及貿易
01001.hk,滬港聯合,11.6億,14.6億,2.4億,1.5億,2.30,0.38,-83.66%,-,1.7億,70.26%,129,1994/02/18,1.08,金屬及採礦
01188.hk,正道集團,-1.0億,2.0億,2.4億,2.0億,0.01,0.01,23.20%,-,1.2百萬,52.08%,253,1995/04/06,1.0,工業
01293.hk,廣匯寶信,89.3億,92.3億,2.4億,2.4億,3.25,0.09,-97.36%,-,2.5千萬,85.45%,156,2011/12/14,8.5,零售及貿易
01418.hk,盛諾集團,10.6億,13.6億,2.4億,1.7億,0.78,0.12,-84.20%,-,2.6億,88.23%,95,2014/07/10,1.06,工業
03322.hk,永嘉集團,12.4億,15.4億,2.4億,1.2億,1.20,0.19,-84.15%,-,-6.3億,75.06%,151,2006/09/06,2.28,紡織及服飾製造
06893.hk,衍生集團,1.1億,4.1億,2.4億,2.4億,0.38,0.22,-41.92%,-,-8.6千萬,88.55%,116,2014/10/16,1.18,保健及生物科技
01633.hk,上諭集團,1.5億,4.5億,2.4億,2.4億,0.66,0.35,-45.98%,-,-5.4百萬,85.06%,119,2016/11/11,0.8,建築及建築材料
01637.hk,順興集團控股,2.2億,5.2億,2.4億,2.4億,1.30,0.57,-56.19%,-,-9.8百萬,88.15%,109,2017/01/03,1.2,建築及建築材料
01752.hk,澳洲成峰高教,N/A,N/A,2.4億,1.1億,N/A,0.11,N/A,-,6.5百萬,88.2%,114,2018/05/11,0.33,其他
01725.hk,中國技術集團,-1.4億,1.6億,2.4億,2.2億,0.19,0.29,51.09%,-,-8.0億,52.23%,220,2018/08/16,1.75,電子
01615.hk,奧邦建築,1.5億,4.5億,2.4億,6.0千萬,0.75,0.40,-46.78%,-,1.0百萬,90.27%,97,2018/09/10,0.67,建築及建築材料
01796.hk,中國數智科技,6.3千萬,3.6億,2.4億,2.1億,0.76,0.61,-18.76%,-,-3.7千萬,84.96%,110,2018/12/31,1.05,建築及建築材料
01845.hk,維港環保科技,3.5億,6.5億,2.4億,7.7千萬,0.48,0.18,-62.86%,-,-1.2億,90.61%,56,2019/01/03,0.88,工業
01792.hk,CMON,-1.2億,1.8億,2.4億,2.1億,0.73,0.95,30.19%,-,-1.7億,61.28%,115,2016/12/02,0.23,工業
